team_id,team_name,team_crest_big_pic,team_crest_small_pic,league_id
15,Nottingham Forest,https://tmssl.akamaized.net//images/wappen/head/703.png?lm=1598890289,https://tmssl.akamaized.net//images/wappen/small/703.png?lm=1598890289,0
16,Sunderland AFC,https://tmssl.akamaized.net//images/wappen/head/289.png?lm=1485645633,https://tmssl.akamaized.net//images/wappen/small/289.png?lm=1485645633,0
17,Tottenham Hotspur,https://tmssl.akamaized.net//images/wappen/head/148.png?lm=1732011953,https://tmssl.akamaized.net//images/wappen/small/148.png?lm=1732011953,0
18,West Ham United,https://tmssl.akamaized.net//images/wappen/head/379.png?lm=1464675260,https://tmssl.akamaized.net//images/wappen/small/379.png?lm=1464675260,0
19,Wolverhampton Wanderers,https://tmssl.akamaized.net//images/wappen/head/543.png?lm=1467496784,https://tmssl.akamaized.net//images/wappen/small/543.png?lm=1467496784,0
20,Birmingham City,https://tmssl.akamaized.net//images/wappen/head/337.png?lm=1672321276,https://tmssl.akamaized.net//images/wappen/small/337.png?lm=1672321276,1
21,Blackburn Rovers,https://tmssl.akamaized.net//images/wappen/head/164.png?lm=1495228542,https://tmssl.akamaized.net//images/wappen/small/164.png?lm=1495228542,1
22,Bristol City,https://tmssl.akamaized.net//images/wappen/head/698.png?lm=1571314125,https://tmssl.akamaized.net//images/wappen/small/698.png?lm=1571314125,1
23,Charlton Athletic,https://tmssl.akamaized.net//images/wappen/head/358.png?lm=1448178743,https://tmssl.akamaized.net//images/wappen/small/358.png?lm=1448178743,1
24,Coventry City,https://tmssl.akamaized.net//images/wappen/head/990.png?lm=1684518179,https://tmssl.akamaized.net//images/wappen/small/990.png?lm=1684518179,1
25,Derby County,https://tmssl.akamaized.net//images/wappen/head/22.png?lm=1407654006,https://tmssl.akamaized.net//images/wappen/small/22.png?lm=1407654006,1
26,Hull City,https://tmssl.akamaized.net//images/wappen/head/3008.png?lm=1562662491,https://tmssl.akamaized.net//images/wappen/small/3008.png?lm=1562662491,1
27,Ipswich Town,https://tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,https://tmssl.akamaized.net//images/wappen/small/677.png?lm=1407655249,1
28,Leicester City,https://tmssl.akamaized.net//images/wappen/head/1003.png?lm=1472229265,https://tmssl.akamaized.net//images/wappen/small/1003.png?lm=1472229265,1
29,Middlesbrough FC,https://tmssl.akamaized.net//images/wappen/head/641.png?lm=1697546042,https://tmssl.akamaized.net//images/wappen/small/641.png?lm=1697546042,1
30,Millwall FC,https://tmssl.akamaized.net//images/wappen/head/1028.png?lm=1760033708,https://tmssl.akamaized.net//images/wappen/small/1028.png?lm=1760033708,1
31,Norwich City,https://tmssl.akamaized.net//images/wappen/head/1123.png?lm=1655469640,https://tmssl.akamaized.net//images/wappen/small/1123.png?lm=1655469640,1
32,Oxford United,https://tmssl.akamaized.net//images/wappen/head/988.png?lm=1522938199,https://tmssl.akamaized.net//images/wappen/small/988.png?lm=1522938199,1
33,Portsmouth FC,https://tmssl.akamaized.net//images/wappen/head/1020.png?lm=1565282045,https://tmssl.akamaized.net//images/wappen/small/1020.png?lm=1565282045,1
34,Preston North End,https://tmssl.akamaized.net//images/wappen/head/466.png?lm=1414769167,https://tmssl.akamaized.net//images/wappen/small/466.png?lm=1414769167,1
35,Queens Park Rangers,https://tmssl.akamaized.net//images/wappen/head/1039.png?lm=1464680692,https://tmssl.akamaized.net//images/wappen/small/1039.png?lm=1464680692,1
36,Sheffield United,https://tmssl.akamaized.net//images/wappen/head/350.png?lm=1409254138,https://tmssl.akamaized.net//images/wappen/small/350.png?lm=1409254138,1
37,Sheffield Wednesday,https://tmssl.akamaized.net//images/wappen/head/1035.png?lm=1643214896,https://tmssl.akamaized.net//images/wappen/small/1035.png?lm=1643214896,1
38,Southampton FC,https://tmssl.akamaized.net//images/wappen/head/180.png?lm=1444560086,https://tmssl.akamaized.net//images/wappen/small/180.png?lm=1444560086,1
39,Stoke City,https://tmssl.akamaized.net//images/wappen/head/512.png?lm=1472243727,https://tmssl.akamaized.net//images/wappen/small/512.png?lm=1472243727,1
40,Swansea City,https://tmssl.akamaized.net//images/wappen/head/2288.png?lm=1752825825,https://tmssl.akamaized.net//images/wappen/small/2288.png?lm=1752825825,1
41,Watford FC,https://tmssl.akamaized.net//images/wappen/head/1010.png?lm=1468103673,https://tmssl.akamaized.net//images/wappen/small/1010.png?lm=1468103673,1
42,West Bromwich Albion,https://tmssl.akamaized.net//images/wappen/head/984.png?lm=1457991758,https://tmssl.akamaized.net//images/wappen/small/984.png?lm=1457991758,1
43,Wrexham AFC,https://tmssl.akamaized.net//images/wappen/head/1112.png?lm=1704797430,https://tmssl.akamaized.net//images/wappen/small/1112.png?lm=1704797430,1
44,Athletic Bilbao,https://tmssl.akamaized.net//images/wappen/head/621.png?lm=1695069038,https://tmssl.akamaized.net//images/wappen/small/621.png?lm=1695069038,2
45,Atlético de Madrid,https://tmssl.akamaized.net//images/wappen/head/13.png?lm=1719915566,https://tmssl.akamaized.net//images/wappen/small/13.png?lm=1719915566,2
46,CA Osasuna,https://tmssl.akamaized.net//images/wappen/head/331.png?lm=1686070937,https://tmssl.akamaized.net//images/wappen/small/331.png?lm=1686070937,2
47,Celta de Vigo,https://tmssl.akamaized.net//images/wappen/head/940.png?lm=1406966406,https://tmssl.akamaized.net//images/wappen/small/940.png?lm=1406966406,2
48,Deportivo Alavés,https://tmssl.akamaized.net//images/wappen/head/1108.png?lm=1596131395,https://tmssl.akamaized.net//images/wappen/small/1108.png?lm=1596131395,2
49,Elche CF,https://tmssl.akamaized.net//images/wappen/head/1531.png?lm=1421955260,https://tmssl.akamaized.net//images/wappen/small/1531.png?lm=1421955260,2
50,FC Barcelona,https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,https://tmssl.akamaized.net//images/wappen/small/131.png?lm=1406739548,2
51,Getafe CF,https://tmssl.akamaized.net//images/wappen/head/3709.png?lm=1408655116,https://tmssl.akamaized.net//images/wappen/small/3709.png?lm=1408655116,2
52,Girona FC,https://tmssl.akamaized.net//images/wappen/head/12321.png?lm=1730455718,https://tmssl.akamaized.net//images/wappen/small/12321.png?lm=1730455718,2
53,Levante UD,https://tmssl.akamaized.net//images/wappen/head/3368.png?lm=1408655062,https://tmssl.akamaized.net//images/wappen/small/3368.png?lm=1408655062,2
54,RCD Espanyol Barcelona,https://tmssl.akamaized.net//images/wappen/head/714.png?lm=1406966369,https://tmssl.akamaized.net//images/wappen/small/714.png?lm=1406966369,2
55,RCD Mallorca,https://tmssl.akamaized.net//images/wappen/head/237.png?lm=1407484750,https://tmssl.akamaized.net//images/wappen/small/237.png?lm=1407484750,2
56,Rayo Vallecano,https://tmssl.akamaized.net//images/wappen/head/367.png?lm=1653488445,https://tmssl.akamaized.net//images/wappen/small/367.png?lm=1653488445,2
57,Real Betis Balompié,https://tmssl.akamaized.net//images/wappen/head/150.png?lm=1663358526,https://tmssl.akamaized.net//images/wappen/small/150.png?lm=1663358526,2
58,Real Madrid,https://tmssl.akamaized.net//images/wappen/head/418.png?lm=1729684474,https://tmssl.akamaized.net//images/wappen/small/418.png?lm=1729684474,2
59,Real Oviedo,https://tmssl.akamaized.net//images/wappen/head/2497.png?lm=1417193316,https://tmssl.akamaized.net//images/wappen/small/2497.png?lm=1417193316,2
60,Real Sociedad,https://tmssl.akamaized.net//images/wappen/head/681.png?lm=1614795530,https://tmssl.akamaized.net//images/wappen/small/681.png?lm=1614795530,2
61,Sevilla FC,https://tmssl.akamaized.net//images/wappen/head/368.png?lm=1730896593,https://tmssl.akamaized.net//images/wappen/small/368.png?lm=1730896593,2
62,Valencia CF,https://tmssl.akamaized.net//images/wappen/head/1049.png?lm=1406966320,https://tmssl.akamaized.net//images/wappen/small/1049.png?lm=1406966320,2
63,Villarreal CF,https://tmssl.akamaized.net//images/wappen/head/1050.png?lm=1408655310,https://tmssl.akamaized.net//images/wappen/small/1050.png?lm=1408655310,2
64,1.FC Heidenheim 1846,https://tmssl.akamaized.net//images/wappen/head/2036.png?lm=1685457789,https://tmssl.akamaized.net//images/wappen/small/2036.png?lm=1685457789,3
65,1.FC Köln,https://tmssl.akamaized.net//images/wappen/head/3.png?lm=1656580823,https://tmssl.akamaized.net//images/wappen/small/3.png?lm=1656580823,3
66,1.FC Union Berlin,https://tmssl.akamaized.net//images/wappen/head/89.png?lm=1402956210,https://tmssl.akamaized.net//images/wappen/small/89.png?lm=1402956210,3
67,1.FSV Mainz 05,https://tmssl.akamaized.net//images/wappen/head/39.png?lm=1564748880,https://tmssl.akamaized.net//images/wappen/small/39.png?lm=1564748880,3
68,Bayer 04 Leverkusen,https://tmssl.akamaized.net//images/wappen/head/15.png?lm=1710156317,https://tmssl.akamaized.net//images/wappen/small/15.png?lm=1710156317,3
69,Bayern Munich,https://tmssl.akamaized.net//images/wappen/head/27.png?lm=1729503608,https://tmssl.akamaized.net//images/wappen/small/27.png?lm=1729503608,3
70,Borussia Dortmund,https://tmssl.akamaized.net//images/wappen/head/16.png?lm=1396275280,https://tmssl.akamaized.net//images/wappen/small/16.png?lm=1396275280,3
71,Borussia Mönchengladbach,https://tmssl.akamaized.net//images/wappen/head/18.png?lm=1656585796,https://tmssl.akamaized.net//images/wappen/small/18.png?lm=1656585796,3
72,Eintracht Frankfurt,https://tmssl.akamaized.net//images/wappen/head/24.png?lm=1700074979,https://tmssl.akamaized.net//images/wappen/small/24.png?lm=1700074979,3
73,FC Augsburg,https://tmssl.akamaized.net//images/wappen/head/167.png?lm=1656582897,https://tmssl.akamaized.net//images/wappen/small/167.png?lm=1656582897,3
74,FC St. Pauli,https://tmssl.akamaized.net//images/wappen/head/35.png?lm=1521036360,https://tmssl.akamaized.net//images/wappen/small/35.png?lm=1521036360,3
75,Hamburger SV,https://tmssl.akamaized.net//images/wappen/head/41.png?lm=1597319274,https://tmssl.akamaized.net//images/wappen/small/41.png?lm=1597319274,3
76,RB Leipzig,https://tmssl.akamaized.net//images/wappen/head/23826.png?lm=1619431624,https://tmssl.akamaized.net//images/wappen/small/23826.png?lm=1619431624,3
77,SC Freiburg,https://tmssl.akamaized.net//images/wappen/head/60.png?lm=1517249279,https://tmssl.akamaized.net//images/wappen/small/60.png?lm=1517249279,3
78,SV Werder Bremen,https://tmssl.akamaized.net//images/wappen/head/86.png?lm=1403082298,https://tmssl.akamaized.net//images/wappen/small/86.png?lm=1403082298,3
79,TSG 1899 Hoffenheim,https://tmssl.akamaized.net//images/wappen/head/533.png?lm=1675591766,https://tmssl.akamaized.net//images/wappen/small/533.png?lm=1675591766,3
80,VfB Stuttgart,https://tmssl.akamaized.net//images/wappen/head/79.png?lm=1680587427,https://tmssl.akamaized.net//images/wappen/small/79.png?lm=1680587427,3
81,VfL Wolfsburg,https://tmssl.akamaized.net//images/wappen/head/82.png?lm=1503060755,https://tmssl.akamaized.net//images/wappen/small/82.png?lm=1503060755,3
82,AC Milan,https://tmssl.akamaized.net//images/wappen/head/5.png?lm=1605166627,https://tmssl.akamaized.net//images/wappen/small/5.png?lm=1605166627,4
83,ACF Fiorentina,https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,https://tmssl.akamaized.net//images/wappen/small/430.png?lm=1722844765,4
84,AS Roma,https://tmssl.akamaized.net//images/wappen/head/12.png?lm=1751979202,https://tmssl.akamaized.net//images/wappen/small/12.png?lm=1751979202,4
85,Atalanta BC,https://tmssl.akamaized.net//images/wappen/head/800.png?lm=1438547428,https://tmssl.akamaized.net//images/wappen/small/800.png?lm=1438547428,4
86,Bologna FC 1909,https://tmssl.akamaized.net//images/wappen/head/1025.png?lm=1626441324,https://tmssl.akamaized.net//images/wappen/small/1025.png?lm=1626441324,4
87,Cagliari Calcio,https://tmssl.akamaized.net//images/wappen/head/1390.png?lm=1626441409,https://tmssl.akamaized.net//images/wappen/small/1390.png?lm=1626441409,4
88,Como 1907,https://tmssl.akamaized.net//images/wappen/head/1047.png?lm=1565704078,https://tmssl.akamaized.net//images/wappen/small/1047.png?lm=1565704078,4
89,Genoa CFC,https://tmssl.akamaized.net//images/wappen/head/252.png?lm=1655305880,https://tmssl.akamaized.net//images/wappen/small/252.png?lm=1655305880,4
90,Hellas Verona,https://tmssl.akamaized.net//images/wappen/head/276.png?lm=1617228746,https://tmssl.akamaized.net//images/wappen/small/276.png?lm=1617228746,4
91,Inter Milan,https://tmssl.akamaized.net//images/wappen/head/46.png?lm=1618900989,https://tmssl.akamaized.net//images/wappen/small/46.png?lm=1618900989,4
92,Juventus FC,https://tmssl.akamaized.net//images/wappen/head/506.png?lm=1626441487,https://tmssl.akamaized.net//images/wappen/small/506.png?lm=1626441487,4
93,Parma Calcio 1913,https://tmssl.akamaized.net//images/wappen/head/130.png?lm=1530945992,https://tmssl.akamaized.net//images/wappen/small/130.png?lm=1530945992,4
94,Pisa Sporting Club,https://tmssl.akamaized.net//images/wappen/head/4172.png?lm=1693294828,https://tmssl.akamaized.net//images/wappen/small/4172.png?lm=1693294828,4
95,SS Lazio,https://tmssl.akamaized.net//images/wappen/head/398.png?lm=1601537785,https://tmssl.akamaized.net//images/wappen/small/398.png?lm=1601537785,4
96,SSC Napoli,https://tmssl.akamaized.net//images/wappen/head/6195.png?lm=1753167643,https://tmssl.akamaized.net//images/wappen/small/6195.png?lm=1753167643,4
97,Torino FC,https://tmssl.akamaized.net//images/wappen/head/416.png?lm=1438548174,https://tmssl.akamaized.net//images/wappen/small/416.png?lm=1438548174,4
98,US Cremonese,https://tmssl.akamaized.net//images/wappen/head/2239.png?lm=1501770762,https://tmssl.akamaized.net//images/wappen/small/2239.png?lm=1501770762,4
99,US Lecce,https://tmssl.akamaized.net//images/wappen/head/1005.png?lm=1689169528,https://tmssl.akamaized.net//images/wappen/small/1005.png?lm=1689169528,4
100,US Sassuolo,https://tmssl.akamaized.net//images/wappen/head/6574.png?lm=1755894334,https://tmssl.akamaized.net//images/wappen/small/6574.png?lm=1755894334,4
101,Udinese Calcio,https://tmssl.akamaized.net//images/wappen/head/410.png?lm=1688982584,https://tmssl.akamaized.net//images/wappen/small/410.png?lm=1688982584,4
102,AJ Auxerre,https://tmssl.akamaized.net//images/wappen/head/290.png?lm=1635851977,https://tmssl.akamaized.net//images/wappen/small/290.png?lm=1635851977,5
103,AS Monaco,https://tmssl.akamaized.net//images/wappen/head/162.png?lm=1654781919,https://tmssl.akamaized.net//images/wappen/small/162.png?lm=1654781919,5
104,Angers SCO,https://tmssl.akamaized.net//images/wappen/head/1420.png?lm=1687525425,https://tmssl.akamaized.net//images/wappen/small/1420.png?lm=1687525425,5
105,FC Lorient,https://tmssl.akamaized.net//images/wappen/head/1158.png?lm=1406642498,https://tmssl.akamaized.net//images/wappen/small/1158.png?lm=1406642498,5
106,FC Metz,https://tmssl.akamaized.net//images/wappen/head/347.png?lm=1625391843,https://tmssl.akamaized.net//images/wappen/small/347.png?lm=1625391843,5
107,FC Nantes,https://tmssl.akamaized.net//images/wappen/head/995.png?lm=1581355747,https://tmssl.akamaized.net//images/wappen/small/995.png?lm=1581355747,5
108,FC Toulouse,https://tmssl.akamaized.net//images/wappen/head/415.png?lm=1740065124,https://tmssl.akamaized.net//images/wappen/small/415.png?lm=1740065124,5
109,LOSC Lille,https://tmssl.akamaized.net//images/wappen/head/1082.png?lm=1529521041,https://tmssl.akamaized.net//images/wappen/small/1082.png?lm=1529521041,5
110,Le Havre AC,https://tmssl.akamaized.net//images/wappen/head/738.png?lm=1408780648,https://tmssl.akamaized.net//images/wappen/small/738.png?lm=1408780648,5
111,OGC Nice,https://tmssl.akamaized.net//images/wappen/head/417.png?lm=1408779490,https://tmssl.akamaized.net//images/wappen/small/417.png?lm=1408779490,5
112,Olympique Lyon,https://tmssl.akamaized.net//images/wappen/head/1041.png?lm=1656668172,https://tmssl.akamaized.net//images/wappen/small/1041.png?lm=1656668172,5
113,Olympique Marseille,https://tmssl.akamaized.net//images/wappen/head/244.png?lm=1775675175,https://tmssl.akamaized.net//images/wappen/small/244.png?lm=1775675175,5
114,Paris FC,https://tmssl.akamaized.net//images/wappen/head/10004.png?lm=1411995262,https://tmssl.akamaized.net//images/wappen/small/10004.png?lm=1411995262,5
115,Paris Saint-Germain,https://tmssl.akamaized.net//images/wappen/head/583.png?lm=1728026461,https://tmssl.akamaized.net//images/wappen/small/583.png?lm=1728026461,5
116,RC Lens,https://tmssl.akamaized.net//images/wappen/head/826.png?lm=1595457059,https://tmssl.akamaized.net//images/wappen/small/826.png?lm=1595457059,5
117,RC Strasbourg Alsace,https://tmssl.akamaized.net//images/wappen/head/667.png?lm=1664991833,https://tmssl.akamaized.net//images/wappen/small/667.png?lm=1664991833,5
118,Stade Brestois 29,https://tmssl.akamaized.net//images/wappen/head/3911.png?lm=1768836091,https://tmssl.akamaized.net//images/wappen/small/3911.png?lm=1768836091,5
119,Stade Rennais FC,https://tmssl.akamaized.net//images/wappen/head/273.png?lm=1691503972,https://tmssl.akamaized.net//images/wappen/small/273.png?lm=1691503972,5
120,Avs Futebol,https://tmssl.akamaized.net//images/wappen/head/110302.png?lm=1698968034,https://tmssl.akamaized.net//images/wappen/small/110302.png?lm=1698968034,6
121,CD Nacional,https://tmssl.akamaized.net//images/wappen/head/982.png?lm=1549988602,https://tmssl.akamaized.net//images/wappen/small/982.png?lm=1549988602,6
122,CD Santa Clara,https://tmssl.akamaized.net//images/wappen/head/2423.png?lm=1718909294,https://tmssl.akamaized.net//images/wappen/small/2423.png?lm=1718909294,6
123,CD Tondela,https://tmssl.akamaized.net//images/wappen/head/7179.png?lm=1506427804,https://tmssl.akamaized.net//images/wappen/small/7179.png?lm=1506427804,6
124,CF Estrela Amadora,https://tmssl.akamaized.net//images/wappen/head/2431.png?lm=1743687810,https://tmssl.akamaized.net//images/wappen/small/2431.png?lm=1743687810,6
125,Casa Pia AC,https://tmssl.akamaized.net//images/wappen/head/3268.png?lm=1742856850,https://tmssl.akamaized.net//images/wappen/small/3268.png?lm=1742856850,6
126,FC Alverca,https://tmssl.akamaized.net//images/wappen/head/2521.png?lm=1468133408,https://tmssl.akamaized.net//images/wappen/small/2521.png?lm=1468133408,6
127,FC Arouca,https://tmssl.akamaized.net//images/wappen/head/8024.png?lm=1530096604,https://tmssl.akamaized.net//images/wappen/small/8024.png?lm=1530096604,6
128,FC Famalicão,https://tmssl.akamaized.net//images/wappen/head/3329.png?lm=1737563329,https://tmssl.akamaized.net//images/wappen/small/3329.png?lm=1737563329,6
129,FC Porto,https://tmssl.akamaized.net//images/wappen/head/720.png?lm=1486310161,https://tmssl.akamaized.net//images/wappen/small/720.png?lm=1486310161,6
130,GD Estoril Praia,https://tmssl.akamaized.net//images/wappen/head/1465.png?lm=1534340702,https://tmssl.akamaized.net//images/wappen/small/1465.png?lm=1534340702,6
131,Gil Vicente FC,https://tmssl.akamaized.net//images/wappen/head/2424.png?lm=1624283300,https://tmssl.akamaized.net//images/wappen/small/2424.png?lm=1624283300,6
132,Moreirense FC,https://tmssl.akamaized.net//images/wappen/head/979.png?lm=1552324606,https://tmssl.akamaized.net//images/wappen/small/979.png?lm=1552324606,6
133,Rio Ave FC,https://tmssl.akamaized.net//images/wappen/head/2425.png?lm=1516613968,https://tmssl.akamaized.net//images/wappen/small/2425.png?lm=1516613968,6
134,SC Braga,https://tmssl.akamaized.net//images/wappen/head/1075.png?lm=1432893871,https://tmssl.akamaized.net//images/wappen/small/1075.png?lm=1432893871,6
135,SL Benfica,https://tmssl.akamaized.net//images/wappen/head/294.png?lm=1535908439,https://tmssl.akamaized.net//images/wappen/small/294.png?lm=1535908439,6
136,Sporting CP,https://tmssl.akamaized.net//images/wappen/head/336.png?lm=1621513752,https://tmssl.akamaized.net//images/wappen/small/336.png?lm=1621513752,6
137,Vitória Guimarães SC,https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,https://tmssl.akamaized.net//images/wappen/small/2420.png?lm=1432894021,6
138,AZ Alkmaar,https://tmssl.akamaized.net//images/wappen/head/1090.png?lm=1586848339,https://tmssl.akamaized.net//images/wappen/small/1090.png?lm=1586848339,7
139,Ajax Amsterdam,https://tmssl.akamaized.net//images/wappen/head/610.png?lm=1750408025,https://tmssl.akamaized.net//images/wappen/small/610.png?lm=1750408025,7
140,Excelsior Rotterdam,https://tmssl.akamaized.net//images/wappen/head/798.png?lm=1626701001,https://tmssl.akamaized.net//images/wappen/small/798.png?lm=1626701001,7
141,FC Groningen,https://tmssl.akamaized.net//images/wappen/head/202.png?lm=1657052745,https://tmssl.akamaized.net//images/wappen/small/202.png?lm=1657052745,7
142,FC Twente Enschede,https://tmssl.akamaized.net//images/wappen/head/317.png?lm=1610789581,https://tmssl.akamaized.net//images/wappen/small/317.png?lm=1610789581,7
143,FC Utrecht,https://tmssl.akamaized.net//images/wappen/head/200.png?lm=1628450351,https://tmssl.akamaized.net//images/wappen/small/200.png?lm=1628450351,7
144,FC Volendam,https://tmssl.akamaized.net//images/wappen/head/724.png?lm=1407649576,https://tmssl.akamaized.net//images/wappen/small/724.png?lm=1407649576,7
145,Feyenoord Rotterdam,https://tmssl.akamaized.net//images/wappen/head/234.png?lm=1721654567,https://tmssl.akamaized.net//images/wappen/small/234.png?lm=1721654567,7
146,Fortuna Sittard,https://tmssl.akamaized.net//images/wappen/head/385.png?lm=1777819673,https://tmssl.akamaized.net//images/wappen/small/385.png?lm=1777819673,7
147,Go Ahead Eagles,https://tmssl.akamaized.net//images/wappen/head/1435.png?lm=1540316767,https://tmssl.akamaized.net//images/wappen/small/1435.png?lm=1540316767,7
148,Heracles Almelo,https://tmssl.akamaized.net//images/wappen/head/1304.png?lm=1488213735,https://tmssl.akamaized.net//images/wappen/small/1304.png?lm=1488213735,7
149,NAC Breda,https://tmssl.akamaized.net//images/wappen/head/132.png?lm=1667313213,https://tmssl.akamaized.net//images/wappen/small/132.png?lm=1667313213,7
150,NEC Nijmegen,https://tmssl.akamaized.net//images/wappen/head/467.png?lm=1460302949,https://tmssl.akamaized.net//images/wappen/small/467.png?lm=1460302949,7
151,PEC Zwolle,https://tmssl.akamaized.net//images/wappen/head/1269.png?lm=1610790473,https://tmssl.akamaized.net//images/wappen/small/1269.png?lm=1610790473,7
152,PSV Eindhoven,https://tmssl.akamaized.net//images/wappen/head/383.png?lm=1682925949,https://tmssl.akamaized.net//images/wappen/small/383.png?lm=1682925949,7
153,SC Heerenveen,https://tmssl.akamaized.net//images/wappen/head/306.png?lm=1655978084,https://tmssl.akamaized.net//images/wappen/small/306.png?lm=1655978084,7
154,SC Telstar,https://tmssl.akamaized.net//images/wappen/head/1434.png?lm=1407649844,https://tmssl.akamaized.net//images/wappen/small/1434.png?lm=1407649844,7
155,Sparta Rotterdam,https://tmssl.akamaized.net//images/wappen/head/468.png?lm=1485262132,https://tmssl.akamaized.net//images/wappen/small/468.png?lm=1485262132,7
