nation_id,nation_name,nation_flag_big_pic,nation_flag_small_pic
85,Morocco,https://tmssl.akamaized.net//images/flagge/head/107.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/107.png?lm=1520611569
86,Mozambique,https://tmssl.akamaized.net//images/flagge/head/115.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/115.png?lm=1520611569
87,Namibia,https://tmssl.akamaized.net//images/flagge/head/117.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/117.png?lm=1520611569
88,Netherlands,https://tmssl.akamaized.net//images/flagge/head/122.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/122.png?lm=1520611569
89,New Zealand,https://tmssl.akamaized.net//images/flagge/head/120.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/120.png?lm=1520611569
90,Nigeria,https://tmssl.akamaized.net//images/flagge/head/124.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/124.png?lm=1520611569
91,North Macedonia,https://tmssl.akamaized.net//images/flagge/head/100.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/100.png?lm=1520611569
92,Northern Ireland,https://tmssl.akamaized.net//images/flagge/head/192.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/192.png?lm=1520611569
93,Norway,https://tmssl.akamaized.net//images/flagge/head/125.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/125.png?lm=1520611569
94,Panama,https://tmssl.akamaized.net//images/flagge/head/130.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/130.png?lm=1520611569
95,Paraguay,https://tmssl.akamaized.net//images/flagge/head/132.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/132.png?lm=1520611569
96,Peru,https://tmssl.akamaized.net//images/flagge/head/133.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/133.png?lm=1520611569
97,Poland,https://tmssl.akamaized.net//images/flagge/head/135.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/135.png?lm=1520611569
98,Portugal,https://tmssl.akamaized.net//images/flagge/head/136.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/136.png?lm=1520611569
99,Romania,https://tmssl.akamaized.net//images/flagge/head/140.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/140.png?lm=1520611569
100,Russia,https://tmssl.akamaized.net//images/flagge/head/141.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/141.png?lm=1520611569
101,Sao Tome and Principe,https://tmssl.akamaized.net//images/flagge/head/145.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/145.png?lm=1520611569
102,Scotland,https://tmssl.akamaized.net//images/flagge/head/190.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/190.png?lm=1520611569
103,Senegal,https://tmssl.akamaized.net//images/flagge/head/149.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/149.png?lm=1520611569
104,Serbia,https://tmssl.akamaized.net//images/flagge/head/215.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/215.png?lm=1520611569
105,Sierra Leone,https://tmssl.akamaized.net//images/flagge/head/152.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/152.png?lm=1520611569
106,Slovakia,https://tmssl.akamaized.net//images/flagge/head/154.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/154.png?lm=1520611569
107,Slovenia,https://tmssl.akamaized.net//images/flagge/head/155.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/155.png?lm=1520611569
108,South Africa,https://tmssl.akamaized.net//images/flagge/head/159.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/159.png?lm=1520611569
109,Spain,https://tmssl.akamaized.net//images/flagge/head/157.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/157.png?lm=1520611569
110,St. Kitts & Nevis,https://tmssl.akamaized.net//images/flagge/head/225.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/225.png?lm=1520611569
111,St. Lucia,https://tmssl.akamaized.net//images/flagge/head/230.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/230.png?lm=1520611569
112,Suriname,https://tmssl.akamaized.net//images/flagge/head/161.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/161.png?lm=1520611569
113,Sweden,https://tmssl.akamaized.net//images/flagge/head/147.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/147.png?lm=1520611569
114,Switzerland,https://tmssl.akamaized.net//images/flagge/head/148.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/148.png?lm=1520611569
115,Syria,https://tmssl.akamaized.net//images/flagge/head/163.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/163.png?lm=1520611569
116,Tanzania,https://tmssl.akamaized.net//images/flagge/head/166.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/166.png?lm=1520611569
117,The Gambia,https://tmssl.akamaized.net//images/flagge/head/52.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/52.png?lm=1520611569
118,Togo,https://tmssl.akamaized.net//images/flagge/head/168.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/168.png?lm=1520611569
119,Trinidad and Tobago,https://tmssl.akamaized.net//images/flagge/head/170.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/170.png?lm=1520611569
120,Tunisia,https://tmssl.akamaized.net//images/flagge/head/173.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/173.png?lm=1520611569
121,Türkiye,https://tmssl.akamaized.net//images/flagge/head/174.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/174.png?lm=1520611569
122,Uganda,https://tmssl.akamaized.net//images/flagge/head/176.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/176.png?lm=1520611569
123,Ukraine,https://tmssl.akamaized.net//images/flagge/head/177.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/177.png?lm=1520611569
124,United Arab Emirates,https://tmssl.akamaized.net//images/flagge/head/183.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/183.png?lm=1520611569
125,United States,https://tmssl.akamaized.net//images/flagge/head/184.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/184.png?lm=1520611569
126,Uruguay,https://tmssl.akamaized.net//images/flagge/head/179.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/179.png?lm=1520611569
127,Uzbekistan,https://tmssl.akamaized.net//images/flagge/head/180.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/180.png?lm=1520611569
128,Venezuela,https://tmssl.akamaized.net//images/flagge/head/182.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/182.png?lm=1520611569
129,Wales,https://tmssl.akamaized.net//images/flagge/head/191.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/191.png?lm=1520611569
130,Zambia,https://tmssl.akamaized.net//images/flagge/head/142.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/142.png?lm=1520611569
131,Zimbabwe,https://tmssl.akamaized.net//images/flagge/head/187.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/187.png?lm=1520611569
